Runde,Pakete_erwartet,Pakete_erkannt,Praeambel_Score,Drift_Mittel_Hz,LDPC_Summe,Bitfehler_Summe
91,1,2,16,31014,178,164
92,1,1,16,769,11,0
93,1,1,16,953,0,0
94,1,1,16,844,25,0
95,1,1,16,944,30,0
96,1,1,16,694,22,0
97,1,1,16,973,23,0
98,1,1,16,910,34,0
99,1,1,16,840,5,0
100,1,1,16,1107,4,0
101,1,2,16,35580,208,167
102,1,1,16,805,7,0
103,1,1,16,771,22,0
104,1,1,16,721,14,0
105,1,1,16,880,23,0
106,1,1,16,858,3,0
107,1,1,16,866,37,0
108,1,1,16,796,104,21
109,1,1,16,622,162,59
110,1,1,15,16450,163,117
111,1,1,16,1197,31,0
112,1,1,16,942,29,0
113,1,1,16,869,22,0
114,1,1,14,-11373,170,130
115,1,0,6,,0,0
116,1,1,16,957,43,0
117,1,1,13,-68105,156,158
118,1,0,8,,0,0
119,1,1,14,-24562,164,130
120,1,0,6,,0,0
121,1,0,5,,0,0
122,1,1,13,-27756,155,139
123,1,1,13,-9835,161,125
124,1,1,11,-27048,190,144
125,1,1,12,-19115,167,166
126,1,0,8,,0,0
127,1,0,5,,0,0
128,1,0,7,,0,0
129,1,0,6,,0,0
130,1,0,7,,0,0
131,1,1,11,-14314,176,140
132,1,0,8,,0,0
133,1,1,11,20875,176,171
134,1,1,16,1000,0,0
135,1,1,16,794,14,0
136,1,1,16,1000,197,41
137,1,1,16,957,10,0
138,1,1,16,815,18,0
139,1,1,16,10685,164,86
140,1,1,16,795,6,0
141,1,1,16,886,167,60
142,1,1,16,1018,4,0
143,1,1,16,841,35,0
144,1,1,16,883,56,2
145,1,1,16,928,164,29
146,1,1,16,530,8,0
147,1,1,16,634,11,0
148,1,1,16,977,36,0
149,1,1,16,748,6,0
150,1,1,16,859,30,0
151,1,1,16,872,5,0
152,1,1,16,736,23,0
153,1,1,16,687,37,0
154,1,1,16,798,41,0
155,1,0,6,,0,0
156,1,2,16,-41412,358,194
157,1,1,16,859,24,0
158,1,1,16,433,172,55
159,1,1,15,-9576,176,105
160,1,1,16,1183,189,42
161,1,1,16,715,133,11
162,1,2,11,-4354,318,263
163,1,1,16,-21868,161,135
164,1,1,16,800,25,0
165,1,1,16,744,47,0
166,1,1,16,936,144,32
167,1,1,15,22288,177,127
168,1,1,14,27642,168,127
169,1,1,15,14200,166,87
170,1,1,13,-2660,187,90
171,1,1,16,13875,166,82
172,1,1,16,889,18,0
173,1,1,16,941,32,0
174,1,0,5,,0,0
175,1,1,12,-32236,153,117
176,1,1,15,26611,188,135
177,1,1,16,865,32,0
178,1,1,16,795,1,0
179,1,1,16,633,52,0
180,1,1,16,1189,4,0
181,1,1,16,800,3,0
182,1,1,16,850,23,0
183,1,1,16,690,21,0
184,1,1,16,820,24,0
185,1,1,16,908,48,0
186,1,1,16,803,24,0
187,1,1,16,852,40,0
188,1,1,16,886,40,0
189,1,1,16,967,32,0
190,1,1,16,967,20,0
191,1,1,16,665,46,4
192,1,1,16,631,36,0
193,1,1,16,873,9,0
194,1,1,16,1010,40,6
195,1,1,16,810,20,0
196,1,1,16,661,13,0
197,1,1,16,882,13,0
198,1,1,16,713,25,0
199,1,1,16,958,0,0
200,1,1,16,701,17,0
